Parameter Name,Value,Units
Draw Name,T43_p3,
Draw Date,2025-08-27 10:08:53.168131,
Entry Fiber Diameter,40.0,µm
First Coating Diameter (Theoretical),88.91659110140624,µm
Second Coating Diameter (Theoretical),113.49131143617224,µm
Primary Coating,DP-1032,
Secondary Coating,DS-2015,
First Coating Entry Die,200.0,µm
Second Coating Entry Die,200.0,µm
Primary Coating Temperature,36.0,°C
Secondary Coating Temperature,28.0,°C
Primary Die Diameter,150,µm
Secondary Die Diameter,140,µm
Preform Diameter,16.0,mm
Tiger Cut,25.0,%
Selected Iris Diameter,24.0,mm
P Gain (Diameter Control),1.0,
I Gain (Diameter Control),0.4,
TF Mode,Winder,
Increment TF Value,0.13,mm
Entry Fiber Diameter,16.5,µm
First Coating Diameter (Theoretical),70.95863489123576,µm
Second Coating Diameter (Theoretical),103.52117658184827,µm
Primary Coating,DP-1032,
Secondary Coating,DS-2015,
First Coating Entry Die,200.0,µm
Second Coating Entry Die,200.0,µm
Primary Coating Temperature,36.0,°C
Secondary Coating Temperature,24.0,°C
Primary Die Diameter,150,µm
Secondary Die Diameter,140,µm
Preform Diameter,16.5,mm
Tiger Cut,27.0,%
Selected Iris Diameter,25.0,mm
Log File Name,T43_p3_27082025_150242.csv,
Zone 1 Start,2025-08-27 13:58:47.255000,
Zone 1 End,2025-08-27 14:07:13.255000,
Zone 1 Fibre Length at Start,0.5,km
Zone 1 Fibre Length at End,0.97,km
Zone 1 Pf Process Position at Start,2.55,mm
Zone 1 Pf Process Position at End,9.5,mm
Zone 1 Avg (Bare Fibre Diameter),40.37,µm
Zone 1 Min (Bare Fibre Diameter),34.2,µm
Zone 1 Max (Bare Fibre Diameter),46.3,µm
Zone 1 Avg (Coated Inner Diameter),93.4,µm
Zone 1 Min (Coated Inner Diameter),91.7,µm
Zone 1 Max (Coated Inner Diameter),96.3,µm
Zone 1 Avg (Coated Outer Diameter),119.77,µm
Zone 1 Min (Coated Outer Diameter),118.6,µm
Zone 1 Max (Coated Outer Diameter),121.2,µm
Zone 1 Avg (Capstan Speed),56.38,m/min
Zone 1 Min (Capstan Speed),34.46,m/min
Zone 1 Max (Capstan Speed),75.94,m/min
Zone 1 Avg (Tension N),0.03,g
Zone 1 Min (Tension N),-0.01,g
Zone 1 Max (Tension N),0.09,g
Zone 1 Avg (Furnace DegC Actual),2309.99,C
Zone 1 Min (Furnace DegC Actual),2309.19,C
Zone 1 Max (Furnace DegC Actual),2310.67,C
Zone 2 Start,2025-08-27 14:09:20.255000,
Zone 2 End,2025-08-27 14:32:43.255000,
Zone 2 Fibre Length at Start,1.14,km
Zone 2 Fibre Length at End,1.36,km
Zone 2 Pf Process Position at Start,11.35,mm
Zone 2 Pf Process Position at End,31.24,mm
Zone 2 Avg (Bare Fibre Diameter),40.04,µm
Zone 2 Min (Bare Fibre Diameter),38.1,µm
Zone 2 Max (Bare Fibre Diameter),41.5,µm
Zone 2 Avg (Coated Inner Diameter),93.62,µm
