Parameter Name,Value,Units
Draw Name,S_1550_pre3,
Draw Date,2025-07-20 13:52:53.041765,
Entry Fiber Diameter,125.0,µm
First Coating Diameter (Theoretical),161.95878089687855,µm
Second Coating Diameter (Theoretical),231.9685958457368,µm
Primary Coating,DP-1032,
Secondary Coating,DS-2015,
First Coating Entry Die,350.0,µm
Second Coating Entry Die,500.0,µm
Primary Coating Temperature,37.0,°C
Secondary Coating Temperature,35.0,°C
Primary Die Diameter,202,µm
Secondary Die Diameter,310,µm
Preform Diameter,28.0,mm
Tiger Cut,0.0,%
Selected Iris Diameter,32.0,mm
Log File Name,S_1550_pre3_20072025_163138.csv,
Zone 1 Start,2025-07-20 16:16:03.373000,
Zone 1 End,2025-07-20 16:24:33.373000,
Zone 1 Fibre Length at Start,0.818440437316895,km
Zone 1 Fibre Length at End,0.987346351146698,km
Zone 1 Pf Process Position at Start,28.393798828125,mm
Zone 1 Pf Process Position at End,31.6156005859375,mm
Zone 1 Avg (Bare Fibre Diameter),125.00980422076057,µm
Zone 1 Min (Bare Fibre Diameter),124.5,µm
Zone 1 Max (Bare Fibre Diameter),125.599998474121,µm
Zone 1 Avg (Coated Inner Diameter),169.6549001955519,µm
Zone 1 Min (Coated Inner Diameter),169.300003051758,µm
Zone 1 Max (Coated Inner Diameter),170.100006103516,µm
Zone 1 Avg (Coated Outer Diameter),244.96078551049325,µm
Zone 1 Min (Coated Outer Diameter),244.399993896484,µm
Zone 1 Max (Coated Outer Diameter),245.699996948242,µm
Zone 1 Avg (Capstan Speed),20.256941122167234,m/min
Zone 1 Min (Capstan Speed),20.0639991760254,m/min
Zone 1 Max (Capstan Speed),20.4479999542236,m/min
Zone 1 Avg (Tension N),12.17958901910221,g
Zone 1 Min (Tension N),10.8669328689575,g
Zone 1 Max (Tension N),13.5211172103882,g
Zone 1 Avg (Furnace DegC Actual),2190.0719161688135,C
Zone 1 Min (Furnace DegC Actual),2189.05615234375,C
Zone 1 Max (Furnace DegC Actual),2190.5341796875,C
