Parameter Name,Value,Units
Draw Name,P0529_js1j,
Draw Date,2025-11-16 11:01:22.827159,
Entry Fiber Diameter,400.0,µm
First Coating Diameter (Theoretical),469.85052338273306,µm
Second Coating Diameter (Theoretical),551.3049883781413,µm
Primary Coating,Coating_OF_136,
Secondary Coating,DS-2015,
First Coating Entry Die,700.0,µm
Second Coating Entry Die,800.0,µm
Primary Coating Temperature,36.0,°C
Secondary Coating Temperature,28.0,°C
Primary Die Diameter,543,µm
Secondary Die Diameter,637,µm
Preform Diameter,26.5,mm
Tiger Cut,0.0,%
Selected Iris Diameter,31.5,mm
P Gain (Diameter Control),1.0,
I Gain (Diameter Control),1.0,
TF Mode,Winder,
Increment TF Value,0.62,mm
Log File Name,P0529_js1j_16112025_121030.csv,
Zone 1 Start,2025-11-16 10:34:16.565000,
Zone 1 End,2025-11-16 12:10:11.586000,
Zone 1 Fibre Length at Start,0.01,km
Zone 1 Fibre Length at End,0.55,km
Zone 1 Pf Process Position at Start,87.44,mm
Zone 1 Pf Process Position at End,226.28,mm
Zone 1 Avg (Bare Fibre Diameter),418.98,µm
Zone 1 Min (Bare Fibre Diameter),417.5,µm
Zone 1 Max (Bare Fibre Diameter),427.2,µm
Zone 1 Avg (Coated Inner Diameter),488.19,µm
Zone 1 Min (Coated Inner Diameter),0.0,µm
Zone 1 Max (Coated Inner Diameter),501.1,µm
Zone 1 Avg (Coated Outer Diameter),581.93,µm
Zone 1 Min (Coated Outer Diameter),574.1,µm
Zone 1 Max (Coated Outer Diameter),583.3,µm
Zone 1 Avg (Capstan Speed),5.68,m/min
Zone 1 Min (Capstan Speed),0.0,m/min
Zone 1 Max (Capstan Speed),8.83,m/min
Zone 1 Avg (Tension N),55.27,g
Zone 1 Min (Tension N),-0.43,g
Zone 1 Max (Tension N),59.26,g
Zone 1 Avg (Furnace DegC Actual),2058.41,C
Zone 1 Min (Furnace DegC Actual),1559.38,C
Zone 1 Max (Furnace DegC Actual),2066.24,C
Last Fiber Position,0.55,km
TnM,,km
Keep,0.54,km
