Timestamp,Drawing Speed (m/min),Tension (N),Clad Diameter (µm),First Coating Diameter (µm),Second Coating Diameter (µm),Furnace Temperature (°C),Cooling Rate (°C/s),Preform Feed Rate (mm/min),UV Power (W),Fiber Z,Preform Z
2025-03-01 00:00:00,99.8970944063963,46.07075068242419,125.05107738608156,229.90682032540144,448.1622749515819,2016.40511822831,103.1684410062674,23.897405885257037,995.5163436777005,7029.899362336619,3.9829009808761726
2025-03-01 00:00:10,88.20521902675958,51.312641095471946,125.34669348038369,231.1533052503633,447.1796395437534,1972.6931358151628,90.30171054297776,26.212942404546908,1067.8365441285055,7015.1984924988255,8.351724714967323
2025-03-01 00:00:20,129.56847685810396,50.57467214236866,125.67988418296346,230.61485598116647,447.71977119313806,2014.7647745008785,107.46432100194588,24.939327289072153,992.2109661106381,6993.603746355809,12.508279263146015
2025-03-01 00:00:30,123.74088304777784,49.334587618888484,125.68815605452426,229.6226389518674,450.64117332490235,2000.7222985606456,95.81498098132114,25.690270853271898,1109.1563204325648,6972.980265847846,16.789991072024662
2025-03-01 00:00:40,135.16475348892868,49.52848849682473,124.94659263788357,229.27451772490016,451.95999716773684,2000.8847269913174,99.91509925321252,25.09623147866809,1031.8583937241249,6950.4528069330245,20.972696318469346
2025-03-01 00:00:50,113.54682401838524,48.25703677312656,125.03082689513512,228.5612077435058,451.2530927146879,1986.0453046608568,103.49211586436259,24.76763954388653,967.7901839662314,6931.528336263294,25.100636242450435
2025-03-01 00:01:00,78.50248474788266,54.31099967656823,124.49033010671444,229.3914401017274,450.617398697536,1993.5382211002322,95.34560155943474,24.734823658740414,954.38523225278,6918.444588805312,29.223106852240505
2025-03-01 00:01:10,66.71047303192185,50.86934448502602,125.02173381356558,228.99566030069553,452.25539123148195,1996.56590154884,101.75844505110753,24.828377213548947,1013.3879597268931,6907.326176633325,33.36116972116533
2025-03-01 00:01:20,26.341910626734197,48.29758219831592,125.32349908974801,230.32816185431858,448.14121771854076,2017.3447800536107,101.10485449612976,23.76922818594046,958.3608265016134,6902.935858195537,37.32270775215541
2025-03-01 00:01:30,72.07169983615832,48.90415702957168,124.95573847969159,229.93028055753575,448.46735119810717,1998.1957179256808,101.76752760314436,26.505513508866297,1014.0505205039331,6890.923908222843,41.74029333696646
2025-03-01 00:01:40,107.52951363706572,52.08396804807943,125.05593966170042,229.78065894611487,450.2330625583275,1997.9539158793202,103.78326238820632,23.93973092449917,1073.4861288273053,6873.002322616666,45.73024849104966
2025-03-01 00:01:50,43.4565190477302,47.848492210606594,124.3269104150402,229.68916238292445,451.05079158759827,1986.6393964965196,99.8685903413914,25.95528622377727,974.5268881254519,6865.759569442044,50.05612952834587
2025-03-01 00:02:00,23.71501965155391,48.22478958561056,125.60163257004106,230.0511215376259,450.13532190024716,2005.3499124246043,107.38764184710453,23.583345933992664,946.1189901770241,6861.807066166785,53.986687184011316
2025-03-01 00:02:10,100.50047655282613,47.46455438245827,125.42251501947811,228.98775733331235,448.50261452633384,1984.13594915432,101.11927585090909,24.977496628381317,1014.368420212753,6845.056986741314,58.14960328874154
2025-03-01 00:02:20,107.95548131783596,50.6309120130527,125.27762969314934,230.34444953628616,448.24443357780416,1992.8328569233183,100.21571196787494,24.688695366539708,1061.7803270733903,6827.064406521675,62.26438584983149
2025-03-01 00:02:30,149.4087158381091,49.586853250919894,125.22721710869217,229.662859342294,448.74930564469406,1989.207635805863,98.33693171201782,24.448127992054324,1057.7313449637638,6802.16295388199,66.33907384850721
2025-03-01 00:02:40,140.1651865828028,54.979761481875684,124.87978456014787,229.68691596477802,449.9540265360331,2000.000264016182,103.35087582868044,25.518104979542887,932.2786197385891,6778.802089451523,70.59209134509769
2025-03-01 00:02:50,61.52394070898684,51.849183576951276,125.41876149912801,229.17114675512272,446.50576295017765,1999.711503756762,100.70348660761502,23.69637238250845,992.5736231124777,6768.548099333359,74.54148674218243
2025-03-01 00:03:00,128.51301066277372,50.020099627322004,125.09873251041775,230.35543094217968,452.4406100337219,1996.467986222353,103.74769422667394,25.168651617573023,1042.8929603827116,6747.129264222896,78.73626201177794
2025-03-01 00:03:10,103.85255490683622,47.649500179715865,125.30208308961575,231.39554052746857,449.3496315526004,2001.958750209713,94.37736351106872,23.770677636154968,969.3191941479466,6729.820505071757,82.69804161780377
2025-03-01 00:03:20,70.1567779221952,47.14778116262402,124.76067807709607,229.03574946204105,448.3700874487324,1985.0797340888607,102.6763821727505,25.36103495383059,1012.0491521217926,6718.127708751391,86.92488077677554
2025-03-01 00:03:30,102.49704970847128,48.21507628177018,124.83508472814322,229.90300803311598,451.91246234162907,1997.9190289693458,102.00066344794963,24.56859906588873,1059.1515275206323,6701.044867133312,91.019647287757
2025-03-01 00:03:40,123.11494849889576,48.69876453210597,125.34948506336639,230.4154272212712,447.5073405729568,1992.5640793419989,98.83908004798454,25.22443728137761,965.6630335176862,6680.525709050163,95.2237201679866
2025-03-01 00:03:50,70.65337554839303,51.42362171432161,124.60013653010034,230.32425114825173,449.65947054737194,1988.3256296968,97.62849444979065,22.894695040050273,998.2059917464373,6668.750146458764,99.03950267466165
2025-03-01 00:04:00,57.535277074152695,49.944346921002534,124.78128400363475,230.20684231449295,451.0278042694739,1996.0464541732586,99.36163676630301,24.06168891927895,910.4847199467526,6659.160933613072,103.04978416120814
2025-03-01 00:04:10,37.317004953794125,53.01668804834303,124.99196934887938,229.6515913014328,450.07669921581385,1988.0835938368919,98.30049650116257,24.92391903841458,936.5713134332012,6652.94143278744,107.20377066761057
2025-03-01 00:04:20,88.00752482247525,46.64383464498534,124.86932347825586,232.61661767557166,450.53353513905626,1984.065799599599,98.49848223730889,25.64279832149064,993.0114633585562,6638.273511983694,111.477570387859
2025-03-01 00:04:30,115.71913447840937,51.539362049856656,124.74486151369456,230.0488861946655,451.97987950839604,1991.9586962665992,90.30477198362202,24.832313803474488,956.9632002619755,6618.986989570626,115.61628935510475
2025-03-01 00:04:40,70.2996320168078,51.15316963463421,125.12421488225047,228.0110356029837,448.14000116103506,1988.753123830769,95.8146835821659,26.076020926765374,994.1783692620471,6607.270384234491,119.96229284289899
2025-03-01 00:04:50,115.43515340617127,49.35325614545046,125.19389487663476,230.1089526643436,450.158298724479,2002.6571382727257,106.50369049283687,26.560556188740474,1059.0390512889671,6588.0311920001295,124.38905220768906
2025-03-01 00:05:00,104.74477199240509,49.337015017045076,125.39078267640379,230.5710347871975,450.9013938553806,1990.770366405366,102.07873225767705,25.219605267569413,1018.7738570894943,6570.573730001395,128.59231975228397
2025-03-01 00:05:10,71.29020650212539,48.9130421404291,125.11221929583579,231.30528184712628,449.2533082267706,1993.7668046484134,96.62522914801268,26.878641011132736,897.2016959088245,6558.692028917708,133.07209325413942
2025-03-01 00:05:20,28.544033958650623,51.11873865918139,125.30133477688668,229.6679165114992,450.1032945443003,1999.6850254349415,94.56897176060393,25.281814138290446,1020.424966074497,6553.934689924599,137.28572894385448
2025-03-01 00:05:30,21.495955016286132,47.35708119190973,123.94887782184263,229.42121825995258,448.16270919108695,2008.2810367800023,101.2839570355965,25.42793566331892,1080.2505115235278,6550.352030755218,141.5237182210743
2025-03-01 00:05:40,43.07923257026931,53.730345315247895,124.0374869159151,229.16019852075607,450.39622593969466,2008.8767114466216,100.39247363573196,25.288912832912004,997.3489220202788,6543.172158660173,145.7385370265596
2025-03-01 00:05:50,29.428580876831212,53.22890041041847,125.1120358611623,230.39762708141387,448.040220187225,2000.7826634122753,104.26496076049348,24.496509112418373,944.8025601476685,6538.267395180701,149.821288545296
2025-03-01 00:06:00,61.51300434902825,49.73925335992955,125.19291022136495,229.59245168037805,451.83039268120797,2013.558295344276,107.53425646744947,23.617661984400584,1007.7823463537466,6528.015227789197,153.75756554269609
2025-03-01 00:06:10,149.43324247632117,48.901637936689056,124.72821412083051,229.5611944871539,449.0694377566782,1984.4389471328434,94.75200584548257,25.1491232466356,1005.2827191997256,6503.109687376476,157.94908608380203
2025-03-01 00:06:20,66.27777812991317,49.33421742207298,125.2394864757126,231.0177940394931,451.12022201586353,1987.9227206440526,103.45242327502395,24.961735926171603,986.1429345104065,6492.063391021491,162.10937540483064
2025-03-01 00:06:30,58.42128852531601,52.1105242684861,125.19894219963533,230.44693155006826,451.41830139247145,1994.0464224149916,102.56782092830082,24.767761620389123,1036.4967315452197,6482.326509600605,166.2373356748955
2025-03-01 00:06:40,32.97373439558535,51.55719040752331,124.89551842825068,230.29802863856503,450.4141074851937,2002.5033839935095,92.23642163841626,22.767766880103956,930.5249670208659,6476.83088720134,170.03196348824616
2025-03-01 00:06:50,25.790458081277645,49.50035515605762,124.81051685508584,229.85389399078767,450.1431361131416,1994.5092679815973,101.79181880435019,25.461751733486796,1107.5252447045434,6472.5324775211275,174.27558877716064
2025-03-01 00:07:00,25.150219203757814,50.591405177941965,125.09069162673502,229.1542981067809,449.363480595741,2008.5288155994253,93.39514830672063,26.080106717739298,1012.1344566083878,6468.340774320502,178.62227323011717
2025-03-01 00:07:10,127.39973025131201,50.53377420352809,125.2700796465643,231.84036725272415,449.04154364434106,2008.4702802168472,99.84060773800353,25.54501304669985,1107.6734143616734,6447.107485945283,182.87977540456714
2025-03-01 00:07:20,96.7786141424658,47.96038896663911,125.30035488118523,230.33421710474704,450.97738615852757,1993.8841021897874,102.54525655810326,24.19521585186428,1026.6965313515038,6430.977716921539,186.91231137987785
2025-03-01 00:07:30,76.01979607363202,50.16675604474114,126.16252660516267,230.591480316444,451.19691573919044,1994.3648171580596,104.94242517849656,25.23012652718112,1030.916251920282,6418.307750909266,191.11733246774136
