19/11/2024 12:44:28791,400.010009765625,10.0500001907349,-9999.0,0.0,0.0.1,0,1599.82177734375,12.5622787475586,-0.00455999979749322,4.98199987411499,0.983999967575073,4.9520001411438,0.984799981117249,0.1,-14.0763244628906,0.2,2,5,5.1,1,1.1,1600.0,0.3,0.4,2.1,2.2,0.5,0.6,0.7,0.941979467868805,0.00999999977648258,1.0
19/11/2024 12:44:33772,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1599.95629882813,12.590518951416,-0.000239999993937,4.98199987411499,0.983999967575073,4.9520001411438,0.984000027179718,0,-14.0822553634644,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:44:38809,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1600.62817382813,12.5827865600586,0.0,4.98199987411499,0.986000001430511,4.9520001411438,0.984000027179718,0,-14.090518951416,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:44:43794,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1599.82177734375,12.6068077087402,-0.0079199997708201,4.98199987411499,0.986000001430511,4.9539999961853,0.984000027179718,0,-14.0927772521973,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:44:48775,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1600.49377441406,12.5665159225464,0.000239999993937,4.98199987411499,0.986000001430511,4.9539999961853,0.984000027179718,0,-14.1199951171875,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:44:53812,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1599.82177734375,12.5944232940674,-0.0009599999757483,4.98199987411499,0.983999967575073,4.9539999961853,0.984000027179718,0,-14.1056718826294,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:44:58794,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1599.95629882813,12.533917427063,-0.0028800000436604,4.98199987411499,0.983999967575073,4.9539999961853,0.984000027179718,0,-14.1335000991821,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:45:03775,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1600.09069824219,12.6153602600098,0.0026400000788271,4.98199987411499,0.986000001430511,4.9520001411438,0.984000027179718,0,-14.1158332824707,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:45:08812,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1600.22497558594,12.5522708892822,-0.0009599999757483,4.98199987411499,0.983999967575073,4.9539999961853,0.984799981117249,0,-14.1160316467285,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:45:13793,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1600.09069824219,12.5635061264038,-0.0014400000218302,4.98199987411499,0.986000001430511,4.9539999961853,0.984000027179718,0,-14.1347799301147,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:45:18774,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1599.82177734375,12.5047540664673,-0.0011999999405816,4.98199987411499,0.986000001430511,4.9539999961853,0.984000027179718,0,-14.1448936462402,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:45:23811,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1600.09069824219,12.5446434020996,0.0016799999866634,4.98199987411499,0.986000001430511,4.9539999961853,0.984000027179718,0,-14.1118984222412,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:45:28792,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1599.95629882813,12.5189781188965,-0.006000000052154,4.98199987411499,0.986000001430511,4.9539999961853,0.984799981117249,0,-14.0966691970825,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:45:33774,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1599.82177734375,12.5450487136841,-0.000239999993937,4.98199987411499,0.986000001430511,4.9539999961853,0.984799981117249,0,-14.1177558898926,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:45:38811,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1599.82177734375,12.5552816390991,0.0040799998678267,4.98199987411499,0.983999967575073,4.9520001411438,0.984000027179718,0,-14.1343803405762,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:45:43792,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1599.82177734375,12.5314035415649,0.0,4.98199987411499,0.983999967575073,4.9520001411438,0.984000027179718,0,-14.0977096557617,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:45:48773,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1599.82177734375,12.4929332733154,0.0,4.98199987411499,0.986000001430511,4.9539999961853,0.984799981117249,0,-14.1303539276123,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:45:53810,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1600.49377441406,12.6055040359497,0.0014400000218302,4.98199987411499,0.986000001430511,4.9539999961853,0.984000027179718,0,-14.0776987075806,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:45:58791,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1599.82177734375,12.6132440567017,-0.0026400000788271,4.98199987411499,0.986000001430511,4.9520001411438,0.984000027179718,0,-14.1427087783813,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
19/11/2024 12:46:03772,400.010009765625,10.0500001907349,-9999.0,0.0,0.0,0,1599.82177734375,12.6028919219971,0.0033599999733269,4.98199987411499,0.986000001430511,4.9539999961853,0.984000027179718,0,-14.1156806945801,0,2,5,5,1,1,1600.0,0,0,2,2,0,0,0,0.941979467868805,0.0099999997764825,1.0
