Parameter Name,Value,Units
Draw Name,P0256F_1,
Draw Date,2022-04-25 12:00:00,
Process Setup Timestamp,2022-04-25 12:00:00,
Priority,Normal,
Order Index,,
Fiber Project,,
Order Opener,,
Fiber Geometry Type,Octagonal,
Tiger Cut (%),0.0,%
Tiger Preform,0,bool
Tiger Cut,0.0,%
Octagonal Preform,1,bool
Octagonal F2F (mm),26.0,mm
PM Iris System,0,bool
Iris Mode,Manual,
Selected Iris Diameter,32.0,mm
Main Coating,OF-136,
Secondary Coating,DS-2015,
Main Coating Temperature (°C),,°C
Secondary Coating Temperature (°C),,°C
Done Description,OK,
Done Timestamp,2022-04-25 13:00:00,
Preform Number,P0256,
Order Notes,400 - Octa,
Tension (g),75,g
Draw Speed (m/min),50,m/min
Tension Actual (g),75,g
Draw Speed Actual (m/min),54.5,m/min
Fiber Diameter (µm),400,µm
Entry Fiber Diameter (µm),400,µm
Main Coating Diameter (µm),475,µm
Secondary Coating Diameter (µm),560,µm
Furnace DegC Set,2154,°C
Preform Shape,Octagonal,
Preform Diameter,26,mm
Total Fiber Length (m),2693,m
Total Good Fiber Length (m),1651,m
Cut 1,82,m
Good fiber 1,1651,m
Cut 2,-,m
Good fiber 2,0,m
Good fiber 3,0,m
Required Length (m) (for T&M+costumer),all,m
Good Zones Count,1,count
Good Zones X Column,Fibre Length,
Zone 1 Start,legacy_fibre_km=0.961,index/label
Zone 1 End,legacy_fibre_km=2.612,index/label
Good Zone 1 (km from end) Start,0.08099999999999996,km
Good Zone 1 (km from end) End,1.7320000000000002,km
Good Zone 1 Length,1.6510000000000002,km
Good Zone 1 Fibre Length Min,0.961,km
Good Zone 1 Fibre Length Max,2.612,km
Marked Zone 1 Avg - Bare Fibre Diameter,400.0,
Marked Zone 1 Min - Bare Fibre Diameter,400.0,
Marked Zone 1 Max - Bare Fibre Diameter,400.0,
Marked Zone 1 Avg - Furnace DegC Actual,2154.0,
Marked Zone 1 Min - Furnace DegC Actual,2154.0,
Marked Zone 1 Max - Furnace DegC Actual,2154.0,
Marked Zone 1 Avg - Capstan Speed,54.5,
Marked Zone 1 Min - Capstan Speed,54.5,
Marked Zone 1 Max - Capstan Speed,54.5,
Marked Zone 1 Avg - Tension N,75.0,g
Marked Zone 1 Min - Tension N,75.0,g
Marked Zone 1 Max - Tension N,75.0,g
Marked Zone 1 Avg - Pf Process Position,490.125,cm
Marked Zone 1 Min - Pf Process Position,277.2,cm
Marked Zone 1 Max - Pf Process Position,703.05,cm
