Parameter Name,Value,Units
Draw Name,RodF_5,
Draw Date,2023-09-07 12:00:00,
Process Setup Timestamp,2023-09-07 12:00:00,
Priority,Normal,
Order Index,,
Fiber Project,,
Order Opener,,
Fiber Geometry Type,Octagonal,
Tiger Cut (%),0.0,%
Tiger Preform,0,bool
Tiger Cut,0.0,%
Octagonal Preform,1,bool
Octagonal F2F (mm),26.93,mm
PM Iris System,0,bool
Iris Mode,Manual,
Selected Iris Diameter,32.0,mm
Main Coating,OF-136,
Secondary Coating,DS-2015,
Main Coating Temperature (°C),,°C
Secondary Coating Temperature (°C),,°C
Done Description,OK,
Done Timestamp,2023-09-07 13:00:00,
Preform Number,Rod,
Order Notes,400 - OCT - RunTest,
Tension (g),60,g
Draw Speed (m/min),30,m/min
Tension Actual (g),100,g
Draw Speed Actual (m/min),30,m/min
Fiber Diameter (µm),400,µm
Entry Fiber Diameter (µm),400,µm
Main Coating Diameter (µm),475,µm
Secondary Coating Diameter (µm),560,µm
Furnace DegC Set,2050,°C
Preform Shape,Octagonal,
Preform Diameter,26.93,mm
Total Fiber Length (m),-,m
Total Good Fiber Length (m),0,m
Cut 1,-,m
Good fiber 1,0,m
Cut 2,-,m
Good fiber 2,0,m
Good fiber 3,0,m
Required Length (m) (for T&M+costumer),200,m
Good Zones Count,0,count
Good Zones X Column,Fibre Length,
