Parameter Name,Value,Units
Draw Name,P0346.2F_1,
Draw Date,2024-02-01 12:00:00,
Process Setup Timestamp,2024-02-01 12:00:00,
Priority,Normal,
Order Index,,
Fiber Project,,
Order Opener,,
Fiber Geometry Type,PM,
Tiger Cut (%),0.0,%
Tiger Preform,0,bool
Tiger Cut,0.0,%
Octagonal Preform,0,bool
Octagonal F2F (mm),0.0,mm
PM Iris System,1,bool
Iris Mode,Manual,
Selected Iris Diameter,37.0,mm
Main Coating,OF-136,
Secondary Coating,DS-2015,
Main Coating Temperature (°C),,°C
Secondary Coating Temperature (°C),,°C
Done Description,,
Done Timestamp,2024-02-01 13:00:00,
Preform Number,P0346.2,
Order Notes,400 - PM,
Tension (g),25-30,g
Draw Speed (m/min),13,m/min
Tension Actual (g),28.4578,g
Draw Speed Actual (m/min),13.9386,m/min
Fiber Diameter (µm),400,µm
Entry Fiber Diameter (µm),400,µm
Main Coating Diameter (µm),475,µm
Secondary Coating Diameter (µm),560,µm
Furnace DegC Set,2105,°C
Preform Shape,PM,
Preform Diameter,27.3,mm
Total Fiber Length (m),844,m
Total Good Fiber Length (m),607,m
Cut 1,10,m
Good fiber 1,92,m
Cut 2,18,m
Good fiber 2,110,m
Cut 3,21,m
Good fiber 3,405,m
Required Length (m) (for T&M+costumer),250,m
Good Zones Count,3,count
Good Zones X Column,Fibre Length,
Zone 1 Start,legacy_fibre_km=0.488,index/label
Zone 1 End,legacy_fibre_km=0.892,index/label
Good Zone 1 (km from end) Start,0.0,km
Good Zone 1 (km from end) End,0.356,km
Good Zone 1 Length,0.356,km
Good Zone 1 Fibre Length Min,0.488,km
Good Zone 1 Fibre Length Max,0.892,km
Marked Zone 1 Avg - Bare Fibre Diameter,400.0,
Marked Zone 1 Min - Bare Fibre Diameter,400.0,
Marked Zone 1 Max - Bare Fibre Diameter,400.0,
Marked Zone 1 Avg - Furnace DegC Actual,2105.0,
Marked Zone 1 Min - Furnace DegC Actual,2105.0,
Marked Zone 1 Max - Furnace DegC Actual,2105.0,
Marked Zone 1 Avg - Capstan Speed,13.9386,
Marked Zone 1 Min - Capstan Speed,13.9386,
Marked Zone 1 Max - Capstan Speed,13.9386,
Marked Zone 1 Avg - Tension N,28.4578,g
Marked Zone 1 Min - Tension N,28.4578,g
Marked Zone 1 Max - Tension N,28.4578,g
Marked Zone 1 Avg - Pf Process Position,99.55,cm
Marked Zone 1 Min - Pf Process Position,58.84,cm
Marked Zone 1 Max - Pf Process Position,140.26,cm
Zone 2 Start,legacy_fibre_km=0.913,index/label
Zone 2 End,legacy_fibre_km=1.023,index/label
Good Zone 2 (km from end) Start,0.0,km
Good Zone 2 (km from end) End,0.0,km
Good Zone 2 Length,0.0,km
Good Zone 2 Fibre Length Min,0.913,km
Good Zone 2 Fibre Length Max,1.023,km
Marked Zone 2 Avg - Bare Fibre Diameter,400.0,
Marked Zone 2 Min - Bare Fibre Diameter,400.0,
Marked Zone 2 Max - Bare Fibre Diameter,400.0,
Marked Zone 2 Avg - Furnace DegC Actual,2105.0,
Marked Zone 2 Min - Furnace DegC Actual,2105.0,
Marked Zone 2 Max - Furnace DegC Actual,2105.0,
Marked Zone 2 Avg - Capstan Speed,13.9386,
Marked Zone 2 Min - Capstan Speed,13.9386,
Marked Zone 2 Max - Capstan Speed,13.9386,
Marked Zone 2 Avg - Tension N,28.4578,g
Marked Zone 2 Min - Tension N,28.4578,g
Marked Zone 2 Max - Tension N,28.4578,g
Marked Zone 2 Avg - Pf Process Position,155.5,cm
Marked Zone 2 Min - Pf Process Position,144.45,cm
Marked Zone 2 Max - Pf Process Position,166.55,cm
Zone 3 Start,legacy_fibre_km=1.041,index/label
Zone 3 End,legacy_fibre_km=1.133,index/label
Good Zone 3 (km from end) Start,0.0,km
Good Zone 3 (km from end) End,0.0,km
Good Zone 3 Length,0.0,km
Good Zone 3 Fibre Length Min,1.041,km
Good Zone 3 Fibre Length Max,1.133,km
Marked Zone 3 Avg - Bare Fibre Diameter,400.0,
Marked Zone 3 Min - Bare Fibre Diameter,400.0,
Marked Zone 3 Max - Bare Fibre Diameter,400.0,
Marked Zone 3 Avg - Furnace DegC Actual,2105.0,
Marked Zone 3 Min - Furnace DegC Actual,2105.0,
Marked Zone 3 Max - Furnace DegC Actual,2105.0,
Marked Zone 3 Avg - Capstan Speed,13.9386,
Marked Zone 3 Min - Capstan Speed,13.9386,
Marked Zone 3 Max - Capstan Speed,13.9386,
Marked Zone 3 Avg - Tension N,28.4578,g
Marked Zone 3 Min - Tension N,28.4578,g
Marked Zone 3 Max - Tension N,28.4578,g
Marked Zone 3 Avg - Pf Process Position,179.10500000000002,cm
Marked Zone 3 Min - Pf Process Position,170.03,cm
Marked Zone 3 Max - Pf Process Position,188.18,cm
