Parameter Name,Value,Units
Draw Name,P0434.2F_1,
Draw Date,2024-06-17 12:00:00,
Process Setup Timestamp,2024-06-17 12:00:00,
Priority,Normal,
Order Index,,
Fiber Project,,
Order Opener,,
Fiber Geometry Type,PM,
Tiger Cut (%),0.0,%
Tiger Preform,0,bool
Tiger Cut,0.0,%
Octagonal Preform,0,bool
Octagonal F2F (mm),0.0,mm
PM Iris System,1,bool
Iris Mode,Manual,
Selected Iris Diameter,37.0,mm
Main Coating,OF-136,
Secondary Coating,DS-2015,
Main Coating Temperature (°C),,°C
Secondary Coating Temperature (°C),,°C
Done Description,OK,
Done Timestamp,2024-06-17 13:00:00,
Preform Number,P0434.2,
Order Notes,400 - PM,
Tension (g),22,g
Draw Speed (m/min),13,m/min
Tension Actual (g),19.44,g
Draw Speed Actual (m/min),12.93,m/min
Fiber Diameter (µm),400,µm
Entry Fiber Diameter (µm),400,µm
Main Coating Diameter (µm),475,µm
Secondary Coating Diameter (µm),560,µm
Furnace DegC Set,2125,°C
Preform Shape,PM,
Preform Diameter,28,mm
Total Fiber Length (m),540,m
Total Good Fiber Length (m),150,m
Cut 1,36,m
Good fiber 1,150,m
Cut 2,-,m
Good fiber 2,0,m
Cut 3,-,m
Good fiber 3,0,m
Required Length (m) (for T&M+costumer),150,m
Good Zones Count,1,count
Good Zones X Column,Fibre Length,
Zone 1 Start,legacy_fibre_km=0.349,index/label
Zone 1 End,legacy_fibre_km=0.5,index/label
Good Zone 1 (km from end) Start,0.040000000000000036,km
Good Zone 1 (km from end) End,0.19100000000000006,km
Good Zone 1 Length,0.15100000000000002,km
Good Zone 1 Fibre Length Min,0.349,km
Good Zone 1 Fibre Length Max,0.5,km
Marked Zone 1 Avg - Bare Fibre Diameter,400.0,
Marked Zone 1 Min - Bare Fibre Diameter,400.0,
Marked Zone 1 Max - Bare Fibre Diameter,400.0,
Marked Zone 1 Avg - Furnace DegC Actual,2125.0,
Marked Zone 1 Min - Furnace DegC Actual,2125.0,
Marked Zone 1 Max - Furnace DegC Actual,2125.0,
Marked Zone 1 Avg - Capstan Speed,12.93,
Marked Zone 1 Min - Capstan Speed,12.93,
Marked Zone 1 Max - Capstan Speed,12.93,
Marked Zone 1 Avg - Tension N,19.44,g
Marked Zone 1 Min - Tension N,19.44,g
Marked Zone 1 Max - Tension N,19.44,g
Marked Zone 1 Avg - Pf Process Position,115.13000000000001,cm
Marked Zone 1 Min - Pf Process Position,99.65,cm
Marked Zone 1 Max - Pf Process Position,130.61,cm
