Parameter Name,Value,Units
Draw Name,P0271.2F_1,
Draw Date,2023-05-18 12:00:00,
Process Setup Timestamp,2023-05-18 12:00:00,
Priority,Normal,
Order Index,,
Fiber Project,,
Order Opener,,
Fiber Geometry Type,PM,
Tiger Cut (%),0.0,%
Tiger Preform,0,bool
Tiger Cut,0.0,%
Octagonal Preform,0,bool
Octagonal F2F (mm),0.0,mm
PM Iris System,1,bool
Iris Mode,Manual,
Selected Iris Diameter,35.0,mm
Main Coating,OF-136,
Secondary Coating,DS-2015,
Main Coating Temperature (°C),,°C
Secondary Coating Temperature (°C),,°C
Done Description,OK,
Done Timestamp,2023-05-18 13:00:00,
Preform Number,P0271.2,
Order Notes,400 - PM,
Tension (g),25,g
Draw Speed (m/min),13,m/min
Tension Actual (g),24.33,g
Draw Speed Actual (m/min),13.09,m/min
Fiber Diameter (µm),400,µm
Entry Fiber Diameter (µm),400,µm
Main Coating Diameter (µm),475,µm
Secondary Coating Diameter (µm),560,µm
Furnace DegC Set,2095,°C
Preform Shape,PM,
Preform Diameter,28,mm
Total Fiber Length (m),865,m
Total Good Fiber Length (m),196,m
Cut 1,38,m
Good fiber 1,196,m
Cut 2,-,m
Good fiber 2,0,m
Good fiber 3,0,m
Required Length (m) (for T&M+costumer),all,m
Good Zones Count,1,count
Good Zones X Column,Fibre Length,
Zone 1 Start,legacy_fibre_km=0.585,index/label
Zone 1 End,legacy_fibre_km=0.782,index/label
Good Zone 1 (km from end) Start,0.08299999999999996,km
Good Zone 1 (km from end) End,0.28,km
Good Zone 1 Length,0.19700000000000006,km
Good Zone 1 Fibre Length Min,0.585,km
Good Zone 1 Fibre Length Max,0.782,km
Marked Zone 1 Avg - Bare Fibre Diameter,400.0,
Marked Zone 1 Min - Bare Fibre Diameter,400.0,
Marked Zone 1 Max - Bare Fibre Diameter,400.0,
Marked Zone 1 Avg - Furnace DegC Actual,2095.0,
Marked Zone 1 Min - Furnace DegC Actual,2095.0,
Marked Zone 1 Max - Furnace DegC Actual,2095.0,
Marked Zone 1 Avg - Capstan Speed,13.09,
Marked Zone 1 Min - Capstan Speed,13.09,
Marked Zone 1 Max - Capstan Speed,13.09,
Marked Zone 1 Avg - Tension N,24.33,g
Marked Zone 1 Min - Tension N,24.33,g
Marked Zone 1 Max - Tension N,24.33,g
Marked Zone 1 Avg - Pf Process Position,165.39,cm
Marked Zone 1 Min - Pf Process Position,145.49,cm
Marked Zone 1 Max - Pf Process Position,185.29,cm
