Parameter Name,Value,Units
Draw Name,P0415F_1,
Draw Date,2024-01-22 12:00:00,
Process Setup Timestamp,2024-01-22 12:00:00,
Priority,Normal,
Order Index,,
Fiber Project,,
Order Opener,,
Fiber Geometry Type,Round,
Tiger Cut (%),0.0,%
Tiger Preform,0,bool
Tiger Cut,0.0,%
Octagonal Preform,0,bool
Octagonal F2F (mm),0.0,mm
PM Iris System,0,bool
Iris Mode,Manual,
Selected Iris Diameter,32.5,mm
Main Coating,OF-136,
Secondary Coating,DS-2015,
Main Coating Temperature (°C),,°C
Secondary Coating Temperature (°C),,°C
Done Description,OK,
Done Timestamp,2024-01-22 13:00:00,
Preform Number,P0415,
Order Notes,400 - HF Check,
Tension (g),60,g
Draw Speed (m/min),20,m/min
Tension Actual (g),56.6,g
Draw Speed Actual (m/min),20.02,m/min
Fiber Diameter (µm),400,µm
Entry Fiber Diameter (µm),400,µm
Main Coating Diameter (µm),475,µm
Secondary Coating Diameter (µm),560,µm
Furnace DegC Set,2095,°C
Preform Shape,Round,
Preform Diameter,28.5,mm
Total Fiber Length (m),1226,m
Total Good Fiber Length (m),913,m
Cut 1,29,m
Good fiber 1,913,m
Cut 2,-,m
Good fiber 2,0,m
Good fiber 3,0,m
Required Length (m) (for T&M+costumer),400,m
Good Zones Count,1,count
Good Zones X Column,Fibre Length,
Zone 1 Start,legacy_fibre_km=0.529,index/label
Zone 1 End,legacy_fibre_km=1.442,index/label
Good Zone 1 (km from end) Start,0.0,km
Good Zone 1 (km from end) End,0.697,km
Good Zone 1 Length,0.697,km
Good Zone 1 Fibre Length Min,0.529,km
Good Zone 1 Fibre Length Max,1.442,km
Marked Zone 1 Avg - Bare Fibre Diameter,400.0,
Marked Zone 1 Min - Bare Fibre Diameter,400.0,
Marked Zone 1 Max - Bare Fibre Diameter,400.0,
Marked Zone 1 Avg - Furnace DegC Actual,2095.0,
Marked Zone 1 Min - Furnace DegC Actual,2095.0,
Marked Zone 1 Max - Furnace DegC Actual,2095.0,
Marked Zone 1 Avg - Capstan Speed,20.02,
Marked Zone 1 Min - Capstan Speed,20.02,
Marked Zone 1 Max - Capstan Speed,20.02,
Marked Zone 1 Avg - Tension N,56.6,g
Marked Zone 1 Min - Tension N,56.6,g
Marked Zone 1 Max - Tension N,56.6,g
Marked Zone 1 Avg - Pf Process Position,159.865,cm
Marked Zone 1 Min - Pf Process Position,70.05,cm
Marked Zone 1 Max - Pf Process Position,249.68,cm
