Parameter Name,Value,Units
Draw Name,P0442.1F_1,
Draw Date,2024-06-27 12:00:00,
Process Setup Timestamp,2024-06-27 12:00:00,
Priority,Normal,
Order Index,,
Fiber Project,,
Order Opener,,
Fiber Geometry Type,PM,
Tiger Cut (%),0.0,%
Tiger Preform,0,bool
Tiger Cut,0.0,%
Octagonal Preform,0,bool
Octagonal F2F (mm),0.0,mm
PM Iris System,1,bool
Iris Mode,Manual,
Selected Iris Diameter,37.0,mm
Main Coating,OF-136,
Secondary Coating,DS-2015,
Main Coating Temperature (°C),,°C
Secondary Coating Temperature (°C),,°C
Done Description,,
Done Timestamp,2024-06-27 13:00:00,
Preform Number,P0442.1,
Order Notes,400 - PM,
Tension (g),22,g
Draw Speed (m/min),13,m/min
Tension Actual (g),22.21,g
Draw Speed Actual (m/min),13.3,m/min
Fiber Diameter (µm),400,µm
Entry Fiber Diameter (µm),400,µm
Main Coating Diameter (µm),475,µm
Secondary Coating Diameter (µm),560,µm
Furnace DegC Set,2170,°C
Preform Shape,PM,
Preform Diameter,27.46,mm
Total Fiber Length (m),780,m
Total Good Fiber Length (m),446,m
Cut 1,65,m
Good fiber 1,234,m
Cut 2,13,m
Good fiber 2,212,m
Cut 3,-,m
Good fiber 3,0,m
Required Length (m) (for T&M+costumer),all,m
Good Zones Count,2,count
Good Zones X Column,Fibre Length,
Zone 1 Start,legacy_fibre_km=0.256,index/label
Zone 1 End,legacy_fibre_km=0.467,index/label
Good Zone 1 (km from end) Start,0.313,km
Good Zone 1 (km from end) End,0.524,km
Good Zone 1 Length,0.21100000000000002,km
Good Zone 1 Fibre Length Min,0.256,km
Good Zone 1 Fibre Length Max,0.467,km
Marked Zone 1 Avg - Bare Fibre Diameter,400.0,
Marked Zone 1 Min - Bare Fibre Diameter,400.0,
Marked Zone 1 Max - Bare Fibre Diameter,400.0,
Marked Zone 1 Avg - Furnace DegC Actual,2170.0,
Marked Zone 1 Min - Furnace DegC Actual,2170.0,
Marked Zone 1 Max - Furnace DegC Actual,2170.0,
Marked Zone 1 Avg - Capstan Speed,13.3,
Marked Zone 1 Min - Capstan Speed,13.3,
Marked Zone 1 Max - Capstan Speed,13.3,
Marked Zone 1 Avg - Tension N,22.21,g
Marked Zone 1 Min - Tension N,22.21,g
Marked Zone 1 Max - Tension N,22.21,g
Marked Zone 1 Avg - Pf Process Position,96.455,cm
Marked Zone 1 Min - Pf Process Position,74.38,cm
Marked Zone 1 Max - Pf Process Position,118.53,cm
Zone 2 Start,legacy_fibre_km=0.48,index/label
Zone 2 End,legacy_fibre_km=0.715,index/label
Good Zone 2 (km from end) Start,0.06500000000000006,km
Good Zone 2 (km from end) End,0.30000000000000004,km
Good Zone 2 Length,0.235,km
Good Zone 2 Fibre Length Min,0.48,km
Good Zone 2 Fibre Length Max,0.715,km
Marked Zone 2 Avg - Bare Fibre Diameter,400.0,
Marked Zone 2 Min - Bare Fibre Diameter,400.0,
Marked Zone 2 Max - Bare Fibre Diameter,400.0,
Marked Zone 2 Avg - Furnace DegC Actual,2170.0,
Marked Zone 2 Min - Furnace DegC Actual,2170.0,
Marked Zone 2 Max - Furnace DegC Actual,2170.0,
Marked Zone 2 Avg - Capstan Speed,13.3,
Marked Zone 2 Min - Capstan Speed,13.3,
Marked Zone 2 Max - Capstan Speed,13.3,
Marked Zone 2 Avg - Tension N,22.21,g
Marked Zone 2 Min - Tension N,22.21,g
Marked Zone 2 Max - Tension N,22.21,g
Marked Zone 2 Avg - Pf Process Position,145.43,cm
Marked Zone 2 Min - Pf Process Position,121.29,cm
Marked Zone 2 Max - Pf Process Position,169.57,cm
