Parameter Name,Value,Units
Draw Name,P0265.1F_1,
Draw Date,2023-03-02 12:00:00,
Process Setup Timestamp,2023-03-02 12:00:00,
Priority,Normal,
Order Index,,
Fiber Project,,
Order Opener,,
Fiber Geometry Type,PM,
Tiger Cut (%),0.0,%
Tiger Preform,0,bool
Tiger Cut,0.0,%
Octagonal Preform,0,bool
Octagonal F2F (mm),0.0,mm
PM Iris System,1,bool
Iris Mode,Manual,
Selected Iris Diameter,37.0,mm
Main Coating,OF-136,
Secondary Coating,DS-2015,
Main Coating Temperature (°C),,°C
Secondary Coating Temperature (°C),,°C
Done Description,OK,
Done Timestamp,2023-03-02 13:00:00,
Preform Number,P0265.1,
Order Notes,125 - PM,
Tension (g),25,g
Draw Speed (m/min),25,m/min
Tension Actual (g),24-26,g
Draw Speed Actual (m/min),24-27,m/min
Fiber Diameter (µm),125,µm
Entry Fiber Diameter (µm),125,µm
Main Coating Diameter (µm),167,µm
Secondary Coating Diameter (µm),260,µm
Furnace DegC Set,2010,°C
Preform Shape,PM,
Preform Diameter,22,mm
Total Fiber Length (m),4466,m
Total Good Fiber Length (m),3856,m
Cut 1,27,m
Good fiber 1,3856,m
Cut 2,-,m
Good fiber 2,0,m
Good fiber 3,0,m
Required Length (m) (for T&M+costumer),all,m
Good Zones Count,1,count
Good Zones X Column,Fibre Length,
Zone 1 Start,legacy_fibre_km=0.583,index/label
Zone 1 End,legacy_fibre_km=4.439,index/label
Good Zone 1 (km from end) Start,0.027000000000000135,km
Good Zone 1 (km from end) End,3.883,km
Good Zone 1 Length,3.856,km
Good Zone 1 Fibre Length Min,0.583,km
Good Zone 1 Fibre Length Max,4.439,km
Marked Zone 1 Avg - Bare Fibre Diameter,125.0,
Marked Zone 1 Min - Bare Fibre Diameter,125.0,
Marked Zone 1 Max - Bare Fibre Diameter,125.0,
Marked Zone 1 Avg - Furnace DegC Actual,2010.0,
Marked Zone 1 Min - Furnace DegC Actual,2010.0,
Marked Zone 1 Max - Furnace DegC Actual,2010.0,
Marked Zone 1 Avg - Capstan Speed,24.0,
Marked Zone 1 Min - Capstan Speed,24.0,
Marked Zone 1 Max - Capstan Speed,24.0,
Marked Zone 1 Avg - Tension N,24.0,g
Marked Zone 1 Min - Tension N,24.0,g
Marked Zone 1 Max - Tension N,24.0,g
Marked Zone 1 Avg - Pf Process Position,99.785,cm
Marked Zone 1 Min - Pf Process Position,36.04,cm
Marked Zone 1 Max - Pf Process Position,163.53,cm
