Parameter Name,Value,Units
Draw Name,P0422F_1,
Draw Date,2024-03-20 12:00:00,
Process Setup Timestamp,2024-03-20 12:00:00,
Priority,Normal,
Order Index,,
Fiber Project,,
Order Opener,,
Fiber Geometry Type,Round,
Tiger Cut (%),0.0,%
Tiger Preform,0,bool
Tiger Cut,0.0,%
Octagonal Preform,0,bool
Octagonal F2F (mm),0.0,mm
PM Iris System,0,bool
Iris Mode,Manual,
Selected Iris Diameter,31.5,mm
Main Coating,OF-136,
Secondary Coating,DS-2015,
Main Coating Temperature (°C),,°C
Secondary Coating Temperature (°C),,°C
Done Description,,
Done Timestamp,2024-03-20 13:00:00,
Preform Number,P0422,
Order Notes,20 micron core,
Tension (g),60,g
Draw Speed (m/min),20,m/min
Tension Actual (g),61,g
Draw Speed Actual (m/min),20,m/min
Fiber Diameter (µm),400,µm
Entry Fiber Diameter (µm),418.56,µm
Main Coating Diameter (µm),475,µm
Secondary Coating Diameter (µm),560,µm
Furnace DegC Set,2095,°C
Preform Shape,Round,
Preform Diameter,26.8,mm
Total Fiber Length (m),1243,m
Total Good Fiber Length (m),500,m
Cut 1,110,m
Good fiber 1,500,m
Cut 2,-,m
Good fiber 2,0,m
Cut 3,-,m
Good fiber 3,0,m
Required Length (m) (for T&M+costumer),500,m
Good Zones Count,1,count
Good Zones X Column,Fibre Length,
Zone 1 Start,legacy_fibre_km=0.62,index/label
Zone 1 End,legacy_fibre_km=1.14,index/label
Good Zone 1 (km from end) Start,0.1030000000000002,km
Good Zone 1 (km from end) End,0.6230000000000001,km
Good Zone 1 Length,0.5199999999999999,km
Good Zone 1 Fibre Length Min,0.62,km
Good Zone 1 Fibre Length Max,1.14,km
Marked Zone 1 Avg - Bare Fibre Diameter,418.56,
Marked Zone 1 Min - Bare Fibre Diameter,418.56,
Marked Zone 1 Max - Bare Fibre Diameter,418.56,
Marked Zone 1 Avg - Furnace DegC Actual,2095.0,
Marked Zone 1 Min - Furnace DegC Actual,2095.0,
Marked Zone 1 Max - Furnace DegC Actual,2095.0,
Marked Zone 1 Avg - Capstan Speed,20.0,
Marked Zone 1 Min - Capstan Speed,20.0,
Marked Zone 1 Max - Capstan Speed,20.0,
Marked Zone 1 Avg - Tension N,61.0,g
Marked Zone 1 Min - Tension N,61.0,g
Marked Zone 1 Max - Tension N,61.0,g
Marked Zone 1 Avg - Pf Process Position,212.605,cm
Marked Zone 1 Min - Pf Process Position,149.39,cm
Marked Zone 1 Max - Pf Process Position,275.82,cm
