Parameter Name,Value,Units
Draw Name,P0450.1F_1,
Draw Date,2024-10-29 12:00:00,
Process Setup Timestamp,2024-10-29 12:00:00,
Priority,Normal,
Order Index,,
Fiber Project,,
Order Opener,,
Fiber Geometry Type,PM,
Tiger Cut (%),0.0,%
Tiger Preform,0,bool
Tiger Cut,0.0,%
Octagonal Preform,0,bool
Octagonal F2F (mm),0.0,mm
PM Iris System,1,bool
Iris Mode,Manual,
Selected Iris Diameter,37.0,mm
Main Coating,OF-136,
Secondary Coating,DS-2015,
Main Coating Temperature (°C),,°C
Secondary Coating Temperature (°C),,°C
Done Description,,
Done Timestamp,2024-10-29 13:00:00,
Preform Number,P0450.1,
Order Notes,400 - PM,
Tension (g),22,g
Draw Speed (m/min),13,m/min
Tension Actual (g),20.96,g
Draw Speed Actual (m/min),13.09,m/min
Fiber Diameter (µm),400,µm
Entry Fiber Diameter (µm),400,µm
Main Coating Diameter (µm),475,µm
Secondary Coating Diameter (µm),560,µm
Furnace DegC Set,2179,°C
Preform Shape,PM - B72_2410,
Preform Diameter,28,mm
Total Fiber Length (m),843,m
Total Good Fiber Length (m),456,m
Cut 1,14,m
Good fiber 1,142,m
Cut 2,15,m
Good fiber 2,314,m
Cut 3,-,m
Good fiber 3,0,m
Required Length (m) (for T&M+costumer),all,m
Good Zones Count,2,count
Good Zones X Column,Fibre Length,
Zone 1 Start,legacy_fibre_km=0.357,index/label
Zone 1 End,legacy_fibre_km=0.671,index/label
Good Zone 1 (km from end) Start,0.17199999999999993,km
Good Zone 1 (km from end) End,0.486,km
Good Zone 1 Length,0.31400000000000006,km
Good Zone 1 Fibre Length Min,0.357,km
Good Zone 1 Fibre Length Max,0.671,km
Marked Zone 1 Avg - Bare Fibre Diameter,400.0,
Marked Zone 1 Min - Bare Fibre Diameter,400.0,
Marked Zone 1 Max - Bare Fibre Diameter,400.0,
Marked Zone 1 Avg - Furnace DegC Actual,2179.0,
Marked Zone 1 Min - Furnace DegC Actual,2179.0,
Marked Zone 1 Max - Furnace DegC Actual,2179.0,
Marked Zone 1 Avg - Capstan Speed,13.09,
Marked Zone 1 Min - Capstan Speed,13.09,
Marked Zone 1 Max - Capstan Speed,13.09,
Marked Zone 1 Avg - Tension N,20.96,g
Marked Zone 1 Min - Tension N,20.96,g
Marked Zone 1 Max - Tension N,20.96,g
Marked Zone 1 Avg - Pf Process Position,115.365,cm
Marked Zone 1 Min - Pf Process Position,83.19,cm
Marked Zone 1 Max - Pf Process Position,147.54,cm
Zone 2 Start,legacy_fibre_km=0.686,index/label
Zone 2 End,legacy_fibre_km=0.828,index/label
Good Zone 2 (km from end) Start,0.015000000000000013,km
Good Zone 2 (km from end) End,0.15699999999999992,km
Good Zone 2 Length,0.1419999999999999,km
Good Zone 2 Fibre Length Min,0.686,km
Good Zone 2 Fibre Length Max,0.828,km
Marked Zone 2 Avg - Bare Fibre Diameter,400.0,
Marked Zone 2 Min - Bare Fibre Diameter,400.0,
Marked Zone 2 Max - Bare Fibre Diameter,400.0,
Marked Zone 2 Avg - Furnace DegC Actual,2179.0,
Marked Zone 2 Min - Furnace DegC Actual,2179.0,
Marked Zone 2 Max - Furnace DegC Actual,2179.0,
Marked Zone 2 Avg - Capstan Speed,13.09,
Marked Zone 2 Min - Capstan Speed,13.09,
Marked Zone 2 Max - Capstan Speed,13.09,
Marked Zone 2 Avg - Tension N,20.96,g
Marked Zone 2 Min - Tension N,20.96,g
Marked Zone 2 Max - Tension N,20.96,g
Marked Zone 2 Avg - Pf Process Position,164.68,cm
Marked Zone 2 Min - Pf Process Position,150.64,cm
Marked Zone 2 Max - Pf Process Position,178.72,cm
