Parameter Name,Value,Units
Draw Name,P0379F_1,
Draw Date,2023-03-12 12:00:00,
Process Setup Timestamp,2023-03-12 12:00:00,
Priority,Normal,
Order Index,,
Fiber Project,,
Order Opener,,
Fiber Geometry Type,Round,
Tiger Cut (%),0.0,%
Tiger Preform,0,bool
Tiger Cut,0.0,%
Octagonal Preform,0,bool
Octagonal F2F (mm),0.0,mm
PM Iris System,0,bool
Iris Mode,Manual,
Selected Iris Diameter,33.0,mm
Main Coating,OF-136,
Secondary Coating,DS-2015,
Main Coating Temperature (°C),,°C
Secondary Coating Temperature (°C),,°C
Done Description,OK,
Done Timestamp,2023-03-12 13:00:00,
Preform Number,P0379,
Order Notes,400,
Tension (g),55-60,g
Draw Speed (m/min),30,m/min
Tension Actual (g),55-56,g
Draw Speed Actual (m/min),30,m/min
Fiber Diameter (µm),400,µm
Entry Fiber Diameter (µm),398,µm
Main Coating Diameter (µm),475,µm
Secondary Coating Diameter (µm),560,µm
Furnace DegC Set,2095,°C
Preform Shape,Round,
Preform Diameter,29,mm
Total Fiber Length (m),1199,m
Total Good Fiber Length (m),550,m
Cut 1,58,m
Good fiber 1,550,m
Cut 2,-,m
Good fiber 2,0,m
Good fiber 3,0,m
Required Length (m) (for T&M+costumer),300+50,m
Good Zones Count,1,count
Good Zones X Column,Fibre Length,
Zone 1 Start,legacy_fibre_km=0.0,index/label
Zone 1 End,legacy_fibre_km=0.268,index/label
Good Zone 1 (km from end) Start,0.931,km
Good Zone 1 (km from end) End,1.199,km
Good Zone 1 Length,0.268,km
Good Zone 1 Fibre Length Min,0.0,km
Good Zone 1 Fibre Length Max,0.268,km
Marked Zone 1 Avg - Bare Fibre Diameter,398.0,
Marked Zone 1 Min - Bare Fibre Diameter,398.0,
Marked Zone 1 Max - Bare Fibre Diameter,398.0,
Marked Zone 1 Avg - Furnace DegC Actual,2095.0,
Marked Zone 1 Min - Furnace DegC Actual,2095.0,
Marked Zone 1 Max - Furnace DegC Actual,2095.0,
Marked Zone 1 Avg - Capstan Speed,30.0,
Marked Zone 1 Min - Capstan Speed,30.0,
Marked Zone 1 Max - Capstan Speed,30.0,
Marked Zone 1 Avg - Tension N,55.0,g
Marked Zone 1 Min - Tension N,55.0,g
Marked Zone 1 Max - Tension N,55.0,g
Marked Zone 1 Avg - Pf Process Position,225.25,cm
Marked Zone 1 Min - Pf Process Position,199.82,cm
Marked Zone 1 Max - Pf Process Position,250.68,cm
