Parameter Name,Value,Units
Draw Name,P0426F_1,
Draw Date,2024-03-28 12:00:00,
Process Setup Timestamp,2024-03-28 12:00:00,
Priority,Normal,
Order Index,,
Fiber Project,,
Order Opener,,
Fiber Geometry Type,Round,
Tiger Cut (%),0.0,%
Tiger Preform,0,bool
Tiger Cut,0.0,%
Octagonal Preform,0,bool
Octagonal F2F (mm),0.0,mm
PM Iris System,0,bool
Iris Mode,Manual,
Selected Iris Diameter,33.5,mm
Main Coating,OF-136,
Secondary Coating,DS-2015,
Main Coating Temperature (°C),,°C
Secondary Coating Temperature (°C),,°C
Done Description,OK,
Done Timestamp,2024-03-28 13:00:00,
Preform Number,P0426,
Order Notes,400 - check,
Tension (g),60,g
Draw Speed (m/min),20,m/min
Tension Actual (g),59.4,g
Draw Speed Actual (m/min),20.06,m/min
Fiber Diameter (µm),400,µm
Entry Fiber Diameter (µm),420,µm
Main Coating Diameter (µm),475,µm
Secondary Coating Diameter (µm),560,µm
Furnace DegC Set,2100,°C
Preform Shape,Round,
Preform Diameter,29.5,mm
Total Fiber Length (m),693,m
Total Good Fiber Length (m),431,m
Cut 1,21,m
Good fiber 1,431,m
Cut 2,-,m
Good fiber 2,0,m
Cut 3,-,m
Good fiber 3,0,m
Required Length (m) (for T&M+costumer),500,m
Good Zones Count,1,count
Good Zones X Column,Fibre Length,
Zone 1 Start,legacy_fibre_km=0.238,index/label
Zone 1 End,legacy_fibre_km=0.67,index/label
Good Zone 1 (km from end) Start,0.02299999999999991,km
Good Zone 1 (km from end) End,0.45499999999999996,km
Good Zone 1 Length,0.43200000000000005,km
Good Zone 1 Fibre Length Min,0.238,km
Good Zone 1 Fibre Length Max,0.67,km
Marked Zone 1 Avg - Bare Fibre Diameter,420.0,
Marked Zone 1 Min - Bare Fibre Diameter,420.0,
Marked Zone 1 Max - Bare Fibre Diameter,420.0,
Marked Zone 1 Avg - Furnace DegC Actual,2100.0,
Marked Zone 1 Min - Furnace DegC Actual,2100.0,
Marked Zone 1 Max - Furnace DegC Actual,2100.0,
Marked Zone 1 Avg - Capstan Speed,20.06,
Marked Zone 1 Min - Capstan Speed,20.06,
Marked Zone 1 Max - Capstan Speed,20.06,
Marked Zone 1 Avg - Tension N,59.4,g
Marked Zone 1 Min - Tension N,59.4,g
Marked Zone 1 Max - Tension N,59.4,g
Marked Zone 1 Avg - Pf Process Position,114.655,cm
Marked Zone 1 Min - Pf Process Position,71.06,cm
Marked Zone 1 Max - Pf Process Position,158.25,cm
